"calendar_year","location","age_group_public","experiencing_homelessness"
2017,"California","18-24","15984"
2017,"California","25-34","28654"
2017,"California","35-44","25831"
2017,"California","45-54","27651"
2017,"California","55-64","23396"
2017,"California","65+","7111"
2017,"California","Under 18","51622"
2017,"California","Unknown","6061"
2017,"Santa Clara County CoC","18-24","820"
2017,"Santa Clara County CoC","25-34","1585"
2017,"Santa Clara County CoC","35-44","1523"
2017,"Santa Clara County CoC","45-54","1767"
2017,"Santa Clara County CoC","55-64","1590"
2017,"Santa Clara County CoC","65+","498"
2017,"Santa Clara County CoC","Under 18","2494"
2017,"Santa Clara County CoC","Unknown","140"
2017,"San Francisco CoC","18-24","452"
2017,"San Francisco CoC","25-34","485"
2017,"San Francisco CoC","35-44","510"
2017,"San Francisco CoC","45-54","585"
2017,"San Francisco CoC","55-64","518"
2017,"San Francisco CoC","65+","180"
2017,"San Francisco CoC","Under 18","1546"
2017,"San Francisco CoC","Unknown","131"
2017,"Alameda County CoC","18-24","799"
2017,"Alameda County CoC","25-34","930"
2017,"Alameda County CoC","35-44","791"
2017,"Alameda County CoC","45-54","963"
2017,"Alameda County CoC","55-64","892"
2017,"Alameda County CoC","65+","288"
2017,"Alameda County CoC","Under 18","1919"
2017,"Alameda County CoC","Unknown","141"
2017,"Sacramento County CoC","18-24","749"
2017,"Sacramento County CoC","25-34","1590"
2017,"Sacramento County CoC","35-44","1411"
2017,"Sacramento County CoC","45-54","1530"
2017,"Sacramento County CoC","55-64","1079"
2017,"Sacramento County CoC","65+","271"
2017,"Sacramento County CoC","Under 18","3709"
2017,"Sacramento County CoC","Unknown","162"
2017,"Sonoma County CoC","18-24","298"
2017,"Sonoma County CoC","25-34","460"
2017,"Sonoma County CoC","35-44","464"
2017,"Sonoma County CoC","45-54","516"
2017,"Sonoma County CoC","55-64","495"
2017,"Sonoma County CoC","65+","155"
2017,"Sonoma County CoC","Under 18","706"
2017,"Sonoma County CoC","Unknown","30"
2017,"Contra Costa County CoC","18-24","345"
2017,"Contra Costa County CoC","25-34","790"
2017,"Contra Costa County CoC","35-44","803"
2017,"Contra Costa County CoC","45-54","876"
2017,"Contra Costa County CoC","55-64","793"
2017,"Contra Costa County CoC","65+","270"
2017,"Contra Costa County CoC","Under 18","1072"
2017,"Contra Costa County CoC","Unknown","57"
2017,"Monterey, San Benito Counties CoC","18-24","181"
2017,"Monterey, San Benito Counties CoC","25-34","349"
2017,"Monterey, San Benito Counties CoC","35-44","257"
2017,"Monterey, San Benito Counties CoC","45-54","253"
2017,"Monterey, San Benito Counties CoC","55-64","221"
2017,"Monterey, San Benito Counties CoC","65+","97"
2017,"Monterey, San Benito Counties CoC","Under 18","849"
2017,"Monterey, San Benito Counties CoC","Unknown","39"
2017,"Marin County CoC","18-24","103"
2017,"Marin County CoC","25-34","250"
2017,"Marin County CoC","35-44","281"
2017,"Marin County CoC","45-54","317"
2017,"Marin County CoC","55-64","286"
2017,"Marin County CoC","65+","110"
2017,"Marin County CoC","Under 18","293"
2017,"Marin County CoC","Unknown","15"
2017,"Santa Cruz County CoC","18-24","111"
2017,"Santa Cruz County CoC","25-34","288"
2017,"Santa Cruz County CoC","35-44","271"
2017,"Santa Cruz County CoC","45-54","313"
2017,"Santa Cruz County CoC","55-64","290"
2017,"Santa Cruz County CoC","65+","115"
2017,"Santa Cruz County CoC","Under 18","440"
2017,"Santa Cruz County CoC","Unknown","42"
2017,"Mendocino County CoC","18-24","88"
2017,"Mendocino County CoC","25-34","126"
2017,"Mendocino County CoC","35-44","129"
2017,"Mendocino County CoC","45-54","145"
2017,"Mendocino County CoC","55-64","119"
2017,"Mendocino County CoC","65+","43"
2017,"Mendocino County CoC","Under 18","60"
2017,"Stanislaus County CoC","18-24","542"
2017,"Stanislaus County CoC","25-34","983"
2017,"Stanislaus County CoC","35-44","851"
2017,"Stanislaus County CoC","45-54","666"
2017,"Stanislaus County CoC","55-64","478"
2017,"Stanislaus County CoC","65+","130"
2017,"Stanislaus County CoC","Under 18","2450"
2017,"Stanislaus County CoC","Unknown","128"
2017,"San Joaquin County CoC","18-24","775"
2017,"San Joaquin County CoC","25-34","1648"
2017,"San Joaquin County CoC","35-44","1217"
2017,"San Joaquin County CoC","45-54","1045"
2017,"San Joaquin County CoC","55-64","756"
2017,"San Joaquin County CoC","65+","243"
2017,"San Joaquin County CoC","Under 18","3836"
2017,"San Joaquin County CoC","Unknown","185"
2017,"San Mateo County CoC","18-24","300"
2017,"San Mateo County CoC","25-34","671"
2017,"San Mateo County CoC","35-44","599"
2017,"San Mateo County CoC","45-54","643"
2017,"San Mateo County CoC","55-64","563"
2017,"San Mateo County CoC","65+","175"
2017,"San Mateo County CoC","Under 18","1200"
2017,"San Mateo County CoC","Unknown","78"
2017,"Kings, Tulare Counties CoC","18-24","280"
2017,"Kings, Tulare Counties CoC","25-34","586"
2017,"Kings, Tulare Counties CoC","35-44","525"
2017,"Kings, Tulare Counties CoC","45-54","419"
2017,"Kings, Tulare Counties CoC","55-64","279"
2017,"Kings, Tulare Counties CoC","65+","79"
2017,"Kings, Tulare Counties CoC","Under 18","777"
2017,"Kings, Tulare Counties CoC","Unknown","41"
2017,"Fresno, Madera Counties CoC","18-24","155"
2017,"Fresno, Madera Counties CoC","25-34","293"
2017,"Fresno, Madera Counties CoC","35-44","291"
2017,"Fresno, Madera Counties CoC","45-54","339"
2017,"Fresno, Madera Counties CoC","55-64","339"
2017,"Fresno, Madera Counties CoC","65+","90"
2017,"Fresno, Madera Counties CoC","Under 18","685"
2017,"Fresno, Madera Counties CoC","Unknown","27"
2017,"Placer County CoC","18-24","94"
2017,"Placer County CoC","25-34","217"
2017,"Placer County CoC","35-44","223"
2017,"Placer County CoC","45-54","232"
2017,"Placer County CoC","55-64","198"
2017,"Placer County CoC","65+","55"
2017,"Placer County CoC","Under 18","253"
2017,"Placer County CoC","Unknown","17"
2017,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","18-24","22"
2017,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","25-34","58"
2017,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","35-44","43"
2017,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","45-54","23"
2017,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","55-64","20"
2017,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Under 18","75"
2017,"Napa County CoC","18-24","85"
2017,"Napa County CoC","25-34","199"
2017,"Napa County CoC","35-44","156"
2017,"Napa County CoC","45-54","183"
2017,"Napa County CoC","55-64","147"
2017,"Napa County CoC","65+","27"
2017,"Napa County CoC","Under 18","174"
2017,"Solano County CoC","18-24","72"
2017,"Solano County CoC","25-34","163"
2017,"Solano County CoC","35-44","145"
2017,"Solano County CoC","45-54","158"
2017,"Solano County CoC","55-64","175"
2017,"Solano County CoC","65+","72"
2017,"Solano County CoC","Under 18","204"
2017,"Solano County CoC","Unknown","24"
2017,"Butte County CoC","18-24","125"
2017,"Butte County CoC","25-34","287"
2017,"Butte County CoC","35-44","210"
2017,"Butte County CoC","45-54","208"
2017,"Butte County CoC","55-64","193"
2017,"Butte County CoC","65+","55"
2017,"Butte County CoC","Under 18","305"
2017,"Butte County CoC","Unknown","18"
2017,"Merced County CoC","18-24","42"
2017,"Merced County CoC","25-34","82"
2017,"Merced County CoC","35-44","118"
2017,"Merced County CoC","45-54","138"
2017,"Merced County CoC","55-64","161"
2017,"Merced County CoC","65+","37"
2017,"Merced County CoC","Under 18","33"
2017,"Yolo County CoC","18-24","42"
2017,"Yolo County CoC","25-34","110"
2017,"Yolo County CoC","35-44","89"
2017,"Yolo County CoC","45-54","83"
2017,"Yolo County CoC","55-64","61"
2017,"Yolo County CoC","Under 18","127"
2017,"Humboldt County CoC","18-24","80"
2017,"Humboldt County CoC","25-34","151"
2017,"Humboldt County CoC","35-44","126"
2017,"Humboldt County CoC","45-54","107"
2017,"Humboldt County CoC","55-64","119"
2017,"Humboldt County CoC","65+","38"
2017,"Humboldt County CoC","Under 18","299"
2017,"Humboldt County CoC","Unknown","22"
2017,"Colusa, Glenn, Trinity Counties CoC","18-24","23"
2017,"Colusa, Glenn, Trinity Counties CoC","25-34","32"
2017,"Colusa, Glenn, Trinity Counties CoC","35-44","20"
2017,"Colusa, Glenn, Trinity Counties CoC","Under 18","115"
2017,"El Dorado County CoC","Under 18","128"
2017,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","18-24","31"
2017,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","25-34","70"
2017,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","35-44","58"
2017,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","45-54","48"
2017,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","55-64","24"
2017,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Under 18","136"
2017,"Tehama County CoC","18-24","30"
2017,"Tehama County CoC","25-34","79"
2017,"Tehama County CoC","35-44","71"
2017,"Tehama County CoC","45-54","62"
2017,"Tehama County CoC","55-64","78"
2017,"Tehama County CoC","65+","22"
2017,"Tehama County CoC","Under 18","53"
2017,"Lake County CoC","Under 18","15"
2017,"Alpine, Inyo, Mono Counties CoC","18-24","16"
2017,"Alpine, Inyo, Mono Counties CoC","25-34","22"
2017,"Alpine, Inyo, Mono Counties CoC","35-44","25"
2017,"Alpine, Inyo, Mono Counties CoC","45-54","26"
2017,"Alpine, Inyo, Mono Counties CoC","55-64","21"
2017,"Alpine, Inyo, Mono Counties CoC","Under 18","41"
2017,"Nevada County CoC","18-24","42"
2017,"Nevada County CoC","25-34","80"
2017,"Nevada County CoC","35-44","93"
2017,"Nevada County CoC","45-54","88"
2017,"Nevada County CoC","55-64","75"
2017,"Nevada County CoC","65+","24"
2017,"Nevada County CoC","Under 18","62"
2017,"Los Angeles County CoC","18-24","6047"
2017,"Los Angeles County CoC","25-34","9275"
2017,"Los Angeles County CoC","35-44","8251"
2017,"Los Angeles County CoC","45-54","9298"
2017,"Los Angeles County CoC","55-64","7702"
2017,"Los Angeles County CoC","65+","2334"
2017,"Los Angeles County CoC","Under 18","12502"
2017,"Los Angeles County CoC","Unknown","1870"
2017,"San Diego County CoC","18-24","721"
2017,"San Diego County CoC","25-34","1574"
2017,"San Diego County CoC","35-44","1712"
2017,"San Diego County CoC","45-54","2117"
2017,"San Diego County CoC","55-64","2140"
2017,"San Diego County CoC","65+","563"
2017,"San Diego County CoC","Under 18","2776"
2017,"San Diego County CoC","Unknown","140"
2017,"Orange County CoC","18-24","548"
2017,"Orange County CoC","25-34","1244"
2017,"Orange County CoC","35-44","1195"
2017,"Orange County CoC","45-54","1276"
2017,"Orange County CoC","55-64","1056"
2017,"Orange County CoC","65+","319"
2017,"Orange County CoC","Under 18","2778"
2017,"Orange County CoC","Unknown","2168"
2017,"Santa Barbara County CoC","18-24","181"
2017,"Santa Barbara County CoC","25-34","505"
2017,"Santa Barbara County CoC","35-44","461"
2017,"Santa Barbara County CoC","45-54","516"
2017,"Santa Barbara County CoC","55-64","479"
2017,"Santa Barbara County CoC","65+","174"
2017,"Santa Barbara County CoC","Under 18","521"
2017,"Santa Barbara County CoC","Unknown","30"
2017,"Kern County CoC","18-24","358"
2017,"Kern County CoC","25-34","718"
2017,"Kern County CoC","35-44","552"
2017,"Kern County CoC","45-54","550"
2017,"Kern County CoC","55-64","339"
2017,"Kern County CoC","65+","108"
2017,"Kern County CoC","Under 18","1938"
2017,"Kern County CoC","Unknown","108"
2017,"Long Beach CoC (Los Angeles County)","18-24","117"
2017,"Long Beach CoC (Los Angeles County)","25-34","371"
2017,"Long Beach CoC (Los Angeles County)","35-44","301"
2017,"Long Beach CoC (Los Angeles County)","45-54","438"
2017,"Long Beach CoC (Los Angeles County)","55-64","473"
2017,"Long Beach CoC (Los Angeles County)","65+","161"
2017,"Long Beach CoC (Los Angeles County)","Under 18","755"
2017,"Long Beach CoC (Los Angeles County)","Unknown","30"
2017,"Pasadena CoC (Los Angeles County)","18-24","88"
2017,"Pasadena CoC (Los Angeles County)","25-34","177"
2017,"Pasadena CoC (Los Angeles County)","35-44","259"
2017,"Pasadena CoC (Los Angeles County)","45-54","206"
2017,"Pasadena CoC (Los Angeles County)","55-64","144"
2017,"Pasadena CoC (Los Angeles County)","65+","48"
2017,"Pasadena CoC (Los Angeles County)","Under 18","458"
2017,"Pasadena CoC (Los Angeles County)","Unknown","19"
2017,"Riverside County CoC","18-24","670"
2017,"Riverside County CoC","25-34","1072"
2017,"Riverside County CoC","35-44","998"
2017,"Riverside County CoC","45-54","1107"
2017,"Riverside County CoC","55-64","839"
2017,"Riverside County CoC","65+","261"
2017,"Riverside County CoC","Under 18","1620"
2017,"Riverside County CoC","Unknown","136"
2017,"San Bernardino County CoC","18-24","591"
2017,"San Bernardino County CoC","25-34","1219"
2017,"San Bernardino County CoC","35-44","940"
2017,"San Bernardino County CoC","45-54","706"
2017,"San Bernardino County CoC","55-64","558"
2017,"San Bernardino County CoC","65+","162"
2017,"San Bernardino County CoC","Under 18","4111"
2017,"San Bernardino County CoC","Unknown","148"
2017,"Ventura County CoC","18-24","118"
2017,"Ventura County CoC","25-34","303"
2017,"Ventura County CoC","35-44","319"
2017,"Ventura County CoC","45-54","342"
2017,"Ventura County CoC","55-64","310"
2017,"Ventura County CoC","65+","88"
2017,"Ventura County CoC","Under 18","453"
2017,"Ventura County CoC","Unknown","21"
2017,"Glendale CoC (Los Angeles County)","18-24","13"
2017,"Glendale CoC (Los Angeles County)","25-34","52"
2017,"Glendale CoC (Los Angeles County)","35-44","37"
2017,"Glendale CoC (Los Angeles County)","45-54","53"
2017,"Glendale CoC (Los Angeles County)","55-64","50"
2017,"Glendale CoC (Los Angeles County)","65+","22"
2017,"Glendale CoC (Los Angeles County)","Under 18","129"
2017,"Glendale CoC (Los Angeles County)","Unknown","15"
2017,"Imperial County CoC","18-24","44"
2017,"Imperial County CoC","25-34","90"
2017,"Imperial County CoC","35-44","83"
2017,"Imperial County CoC","45-54","85"
2017,"Imperial County CoC","55-64","75"
2017,"Imperial County CoC","65+","49"
2017,"Imperial County CoC","Under 18","70"
2017,"San Luis Obispo County CoC","18-24","133"
2017,"San Luis Obispo County CoC","25-34","336"
2017,"San Luis Obispo County CoC","35-44","242"
2017,"San Luis Obispo County CoC","45-54","214"
2017,"San Luis Obispo County CoC","55-64","192"
2017,"San Luis Obispo County CoC","65+","72"
2017,"San Luis Obispo County CoC","Under 18","497"
2017,"San Luis Obispo County CoC","Unknown","34"
2018,"California","18-24","18494"
2018,"California","25-34","33689"
2018,"California","35-44","30554"
2018,"California","45-54","31698"
2018,"California","55-64","28071"
2018,"California","65+","9037"
2018,"California","Under 18","56198"
2018,"California","Unknown","9538"
2018,"Santa Clara County CoC","18-24","884"
2018,"Santa Clara County CoC","25-34","1630"
2018,"Santa Clara County CoC","35-44","1578"
2018,"Santa Clara County CoC","45-54","1791"
2018,"Santa Clara County CoC","55-64","1731"
2018,"Santa Clara County CoC","65+","546"
2018,"Santa Clara County CoC","Under 18","2554"
2018,"Santa Clara County CoC","Unknown","171"
2018,"San Francisco CoC","18-24","616"
2018,"San Francisco CoC","25-34","803"
2018,"San Francisco CoC","35-44","744"
2018,"San Francisco CoC","45-54","695"
2018,"San Francisco CoC","55-64","587"
2018,"San Francisco CoC","65+","206"
2018,"San Francisco CoC","Under 18","1915"
2018,"San Francisco CoC","Unknown","166"
2018,"Alameda County CoC","18-24","689"
2018,"Alameda County CoC","25-34","928"
2018,"Alameda County CoC","35-44","830"
2018,"Alameda County CoC","45-54","954"
2018,"Alameda County CoC","55-64","935"
2018,"Alameda County CoC","65+","350"
2018,"Alameda County CoC","Under 18","1814"
2018,"Alameda County CoC","Unknown","116"
2018,"Sacramento County CoC","18-24","984"
2018,"Sacramento County CoC","25-34","1513"
2018,"Sacramento County CoC","35-44","1453"
2018,"Sacramento County CoC","45-54","1511"
2018,"Sacramento County CoC","55-64","1196"
2018,"Sacramento County CoC","65+","319"
2018,"Sacramento County CoC","Under 18","3876"
2018,"Sacramento County CoC","Unknown","178"
2018,"Sonoma County CoC","18-24","282"
2018,"Sonoma County CoC","25-34","464"
2018,"Sonoma County CoC","35-44","498"
2018,"Sonoma County CoC","45-54","507"
2018,"Sonoma County CoC","55-64","505"
2018,"Sonoma County CoC","65+","201"
2018,"Sonoma County CoC","Under 18","771"
2018,"Sonoma County CoC","Unknown","42"
2018,"Contra Costa County CoC","18-24","387"
2018,"Contra Costa County CoC","25-34","1009"
2018,"Contra Costa County CoC","35-44","928"
2018,"Contra Costa County CoC","45-54","1002"
2018,"Contra Costa County CoC","55-64","988"
2018,"Contra Costa County CoC","65+","373"
2018,"Contra Costa County CoC","Under 18","1142"
2018,"Contra Costa County CoC","Unknown","63"
2018,"Monterey, San Benito Counties CoC","18-24","158"
2018,"Monterey, San Benito Counties CoC","25-34","380"
2018,"Monterey, San Benito Counties CoC","35-44","351"
2018,"Monterey, San Benito Counties CoC","45-54","321"
2018,"Monterey, San Benito Counties CoC","55-64","323"
2018,"Monterey, San Benito Counties CoC","65+","125"
2018,"Monterey, San Benito Counties CoC","Under 18","862"
2018,"Monterey, San Benito Counties CoC","Unknown","42"
2018,"Marin County CoC","18-24","75"
2018,"Marin County CoC","25-34","226"
2018,"Marin County CoC","35-44","213"
2018,"Marin County CoC","45-54","260"
2018,"Marin County CoC","55-64","234"
2018,"Marin County CoC","65+","101"
2018,"Marin County CoC","Under 18","233"
2018,"Marin County CoC","Unknown","12"
2018,"Santa Cruz County CoC","18-24","100"
2018,"Santa Cruz County CoC","25-34","283"
2018,"Santa Cruz County CoC","35-44","281"
2018,"Santa Cruz County CoC","45-54","310"
2018,"Santa Cruz County CoC","55-64","299"
2018,"Santa Cruz County CoC","65+","118"
2018,"Santa Cruz County CoC","Under 18","456"
2018,"Santa Cruz County CoC","Unknown","71"
2018,"Mendocino County CoC","18-24","61"
2018,"Mendocino County CoC","25-34","95"
2018,"Mendocino County CoC","35-44","108"
2018,"Mendocino County CoC","45-54","107"
2018,"Mendocino County CoC","55-64","101"
2018,"Mendocino County CoC","65+","39"
2018,"Mendocino County CoC","Under 18","62"
2018,"Mendocino County CoC","Unknown","25"
2018,"Stanislaus County CoC","18-24","526"
2018,"Stanislaus County CoC","25-34","1054"
2018,"Stanislaus County CoC","35-44","928"
2018,"Stanislaus County CoC","45-54","745"
2018,"Stanislaus County CoC","55-64","580"
2018,"Stanislaus County CoC","65+","158"
2018,"Stanislaus County CoC","Under 18","2132"
2018,"Stanislaus County CoC","Unknown","89"
2018,"San Joaquin County CoC","18-24","886"
2018,"San Joaquin County CoC","25-34","1862"
2018,"San Joaquin County CoC","35-44","1410"
2018,"San Joaquin County CoC","45-54","1136"
2018,"San Joaquin County CoC","55-64","829"
2018,"San Joaquin County CoC","65+","267"
2018,"San Joaquin County CoC","Under 18","4362"
2018,"San Joaquin County CoC","Unknown","208"
2018,"San Mateo County CoC","18-24","281"
2018,"San Mateo County CoC","25-34","669"
2018,"San Mateo County CoC","35-44","632"
2018,"San Mateo County CoC","45-54","671"
2018,"San Mateo County CoC","55-64","595"
2018,"San Mateo County CoC","65+","216"
2018,"San Mateo County CoC","Under 18","1215"
2018,"San Mateo County CoC","Unknown","71"
2018,"Kings, Tulare Counties CoC","18-24","272"
2018,"Kings, Tulare Counties CoC","25-34","542"
2018,"Kings, Tulare Counties CoC","35-44","576"
2018,"Kings, Tulare Counties CoC","45-54","435"
2018,"Kings, Tulare Counties CoC","55-64","267"
2018,"Kings, Tulare Counties CoC","65+","76"
2018,"Kings, Tulare Counties CoC","Under 18","787"
2018,"Kings, Tulare Counties CoC","Unknown","42"
2018,"Fresno, Madera Counties CoC","18-24","228"
2018,"Fresno, Madera Counties CoC","25-34","334"
2018,"Fresno, Madera Counties CoC","35-44","341"
2018,"Fresno, Madera Counties CoC","45-54","409"
2018,"Fresno, Madera Counties CoC","55-64","394"
2018,"Fresno, Madera Counties CoC","65+","110"
2018,"Fresno, Madera Counties CoC","Under 18","586"
2018,"Fresno, Madera Counties CoC","Unknown","37"
2018,"Placer County CoC","18-24","88"
2018,"Placer County CoC","25-34","250"
2018,"Placer County CoC","35-44","251"
2018,"Placer County CoC","45-54","272"
2018,"Placer County CoC","55-64","219"
2018,"Placer County CoC","65+","72"
2018,"Placer County CoC","Under 18","333"
2018,"Placer County CoC","Unknown","14"
2018,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","18-24","34"
2018,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","25-34","110"
2018,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","35-44","97"
2018,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","45-54","67"
2018,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","55-64","86"
2018,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","65+","23"
2018,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Under 18","102"
2018,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Unknown","101"
2018,"Napa County CoC","18-24","68"
2018,"Napa County CoC","25-34","179"
2018,"Napa County CoC","35-44","174"
2018,"Napa County CoC","45-54","180"
2018,"Napa County CoC","55-64","180"
2018,"Napa County CoC","65+","37"
2018,"Napa County CoC","Under 18","138"
2018,"Solano County CoC","18-24","54"
2018,"Solano County CoC","25-34","167"
2018,"Solano County CoC","35-44","143"
2018,"Solano County CoC","45-54","140"
2018,"Solano County CoC","55-64","178"
2018,"Solano County CoC","65+","52"
2018,"Solano County CoC","Under 18","172"
2018,"Butte County CoC","18-24","120"
2018,"Butte County CoC","25-34","270"
2018,"Butte County CoC","35-44","244"
2018,"Butte County CoC","45-54","236"
2018,"Butte County CoC","55-64","217"
2018,"Butte County CoC","65+","84"
2018,"Butte County CoC","Under 18","318"
2018,"Butte County CoC","Unknown","28"
2018,"Merced County CoC","18-24","68"
2018,"Merced County CoC","25-34","156"
2018,"Merced County CoC","35-44","187"
2018,"Merced County CoC","45-54","206"
2018,"Merced County CoC","55-64","220"
2018,"Merced County CoC","65+","58"
2018,"Merced County CoC","Under 18","20"
2018,"Yolo County CoC","18-24","85"
2018,"Yolo County CoC","25-34","158"
2018,"Yolo County CoC","35-44","158"
2018,"Yolo County CoC","45-54","118"
2018,"Yolo County CoC","55-64","92"
2018,"Yolo County CoC","65+","22"
2018,"Yolo County CoC","Under 18","308"
2018,"Humboldt County CoC","18-24","170"
2018,"Humboldt County CoC","25-34","164"
2018,"Humboldt County CoC","35-44","149"
2018,"Humboldt County CoC","45-54","121"
2018,"Humboldt County CoC","55-64","110"
2018,"Humboldt County CoC","65+","38"
2018,"Humboldt County CoC","Under 18","289"
2018,"Humboldt County CoC","Unknown","21"
2018,"Colusa, Glenn, Trinity Counties CoC","18-24","37"
2018,"Colusa, Glenn, Trinity Counties CoC","25-34","64"
2018,"Colusa, Glenn, Trinity Counties CoC","35-44","32"
2018,"Colusa, Glenn, Trinity Counties CoC","45-54","13"
2018,"Colusa, Glenn, Trinity Counties CoC","Under 18","189"
2018,"Colusa, Glenn, Trinity Counties CoC","Unknown","19"
2018,"El Dorado County CoC","Under 18","231"
2018,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","18-24","33"
2018,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","25-34","75"
2018,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","35-44","55"
2018,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","45-54","39"
2018,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","55-64","36"
2018,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","65+","12"
2018,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Under 18","156"
2018,"Tehama County CoC","18-24","37"
2018,"Tehama County CoC","25-34","73"
2018,"Tehama County CoC","35-44","77"
2018,"Tehama County CoC","45-54","64"
2018,"Tehama County CoC","55-64","67"
2018,"Tehama County CoC","65+","17"
2018,"Tehama County CoC","Under 18","73"
2018,"Tehama County CoC","Unknown","11"
2018,"Lake County CoC","25-34","11"
2018,"Lake County CoC","55-64","21"
2018,"Lake County CoC","Under 18","28"
2018,"Alpine, Inyo, Mono Counties CoC","18-24","20"
2018,"Alpine, Inyo, Mono Counties CoC","25-34","40"
2018,"Alpine, Inyo, Mono Counties CoC","35-44","28"
2018,"Alpine, Inyo, Mono Counties CoC","45-54","33"
2018,"Alpine, Inyo, Mono Counties CoC","55-64","20"
2018,"Alpine, Inyo, Mono Counties CoC","65+","11"
2018,"Alpine, Inyo, Mono Counties CoC","Under 18","65"
2018,"Nevada County CoC","18-24","59"
2018,"Nevada County CoC","25-34","82"
2018,"Nevada County CoC","35-44","115"
2018,"Nevada County CoC","45-54","108"
2018,"Nevada County CoC","55-64","102"
2018,"Nevada County CoC","65+","40"
2018,"Nevada County CoC","Under 18","53"
2018,"Los Angeles County CoC","18-24","7716"
2018,"Los Angeles County CoC","25-34","12379"
2018,"Los Angeles County CoC","35-44","10927"
2018,"Los Angeles County CoC","45-54","11762"
2018,"Los Angeles County CoC","55-64","10242"
2018,"Los Angeles County CoC","65+","3241"
2018,"Los Angeles County CoC","Under 18","15567"
2018,"Los Angeles County CoC","Unknown","4935"
2018,"San Diego County CoC","18-24","962"
2018,"San Diego County CoC","25-34","2300"
2018,"San Diego County CoC","35-44","2299"
2018,"San Diego County CoC","45-54","2707"
2018,"San Diego County CoC","55-64","2760"
2018,"San Diego County CoC","65+","813"
2018,"San Diego County CoC","Under 18","3281"
2018,"San Diego County CoC","Unknown","291"
2018,"Orange County CoC","18-24","575"
2018,"Orange County CoC","25-34","1566"
2018,"Orange County CoC","35-44","1465"
2018,"Orange County CoC","45-54","1641"
2018,"Orange County CoC","55-64","1270"
2018,"Orange County CoC","65+","416"
2018,"Orange County CoC","Under 18","2929"
2018,"Orange County CoC","Unknown","2259"
2018,"Santa Barbara County CoC","18-24","174"
2018,"Santa Barbara County CoC","25-34","445"
2018,"Santa Barbara County CoC","35-44","431"
2018,"Santa Barbara County CoC","45-54","458"
2018,"Santa Barbara County CoC","55-64","486"
2018,"Santa Barbara County CoC","65+","192"
2018,"Santa Barbara County CoC","Under 18","518"
2018,"Santa Barbara County CoC","Unknown","42"
2018,"Kern County CoC","18-24","340"
2018,"Kern County CoC","25-34","762"
2018,"Kern County CoC","35-44","577"
2018,"Kern County CoC","45-54","557"
2018,"Kern County CoC","55-64","437"
2018,"Kern County CoC","65+","116"
2018,"Kern County CoC","Under 18","1977"
2018,"Kern County CoC","Unknown","114"
2018,"Long Beach CoC (Los Angeles County)","18-24","128"
2018,"Long Beach CoC (Los Angeles County)","25-34","374"
2018,"Long Beach CoC (Los Angeles County)","35-44","331"
2018,"Long Beach CoC (Los Angeles County)","45-54","459"
2018,"Long Beach CoC (Los Angeles County)","55-64","536"
2018,"Long Beach CoC (Los Angeles County)","65+","191"
2018,"Long Beach CoC (Los Angeles County)","Under 18","698"
2018,"Long Beach CoC (Los Angeles County)","Unknown","19"
2018,"Pasadena CoC (Los Angeles County)","18-24","78"
2018,"Pasadena CoC (Los Angeles County)","25-34","204"
2018,"Pasadena CoC (Los Angeles County)","35-44","183"
2018,"Pasadena CoC (Los Angeles County)","45-54","238"
2018,"Pasadena CoC (Los Angeles County)","55-64","165"
